trade_date,volume,price_usd,price_btc,market_cap,capitalization_change_1_day,USD_price_change_1_day,BTC_price_change_1_day,crypto_name,crypto_type,ticker,max_supply,site_url,github_url,minable,platform_name,industry_name,Unemployment_Rate,CPI,CCI,PPI,GDP
2016-02-17,83193600.0,416.32,1.0,6337628174.0,0.021935943924026,0.021669243417016,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-18,76752600.0,422.37,1.0,6431547586.0,0.014819331368366,0.014532090699462,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-19,55711300.0,420.79,1.0,6408881658.0,-0.003524179475767,-0.0037407959845633,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-20,93992096.0,437.16,1.0,6659985887.0,0.039180662461844,0.038903015756078,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-21,89820704.0,438.8,1.0,6686294225.0,0.0039502092716672,0.0037514868697959,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-22,85385200.0,437.75,1.0,6671673493.0,-0.0021866719453256,-0.0023928896991796,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-23,85244896.0,420.74,1.0,6413836323.0,-0.038646551014603,-0.038857795545403,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-24,67743696.0,424.95,1.0,6479395124.0,0.010221464611578,0.010006179588344,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-25,70798000.0,424.54,1.0,6474784226.0,-0.0007116247599904,-0.0009648193905164,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-26,61486000.0,432.15,1.0,6592327507.0,0.01815400743827,0.017925283836623,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-27,41893600.0,432.52,1.0,6599515471.0,0.0010903529887384,0.0008561841953025,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-28,53033400.0,433.5,1.0,6615986322.0,0.0024957667077799,0.0022657911772866,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-02-29,60694700.0,437.7,1.0,6681444705.0,0.0098939719361772,0.0096885813148789,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),4.9,237.336,91.7,181.3,18525.933
2016-03-01,74895800.0,435.12,1.0,6643686404.0,-0.0056512180624265,-0.0058944482522275,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-02,74955296.0,423.99,1.0,6475329604.0,-0.025340870980701,-0.025579150579151,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-03,100484000.0,421.65,1.0,6441066887.0,-0.0052912699577231,-0.0055189980895777,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-04,90856096.0,410.94,1.0,6279024638.0,-0.025157672143888,-0.025400213447172,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-05,135384992.0,400.57,1.0,6122091567.0,-0.024993224274079,-0.02523482746873,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-06,91212496.0,407.71,1.0,6232667872.0,0.018061850887047,0.017824599945078,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-07,85762400.0,414.32,1.0,6335164892.0,0.016445127849739,0.016212503985676,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-08,70311696.0,413.97,1.0,6331422309.0,-0.0005907633130001,-0.0008447576752268,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-09,70012304.0,414.86,1.0,6346735710.0,0.0024186352216993,0.0021499142449936,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-10,81022896.0,417.13,1.0,6383105414.0,0.005730458248434,0.0054717254013402,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-11,73969696.0,421.69,1.0,6454555816.0,0.011193674139125,0.010931843789706,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-12,92712896.0,411.62,1.0,6301963440.0,-0.023641034387176,-0.02388010149636,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-13,74322800.0,414.07,1.0,6340701565.0,0.0061469929758907,0.0059520917350954,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-14,95259400.0,416.44,1.0,6378632901.0,0.0059821985960319,0.0057236699108846,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-15,66781700.0,416.83,1.0,6386304534.0,0.001202708028361,0.0009365094611468,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-16,65185800.0,417.01,1.0,6390672724.0,0.0006839933762544,0.0004318307223568,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-17,83528600.0,420.62,1.0,6447467967.0,0.00888720882024,0.0086568667418048,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-18,104940000.0,409.55,1.0,6279128504.0,-0.02610939113798,-0.026318292045076,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-19,58423000.0,410.44,1.0,6294271612.0,0.002411657603496,0.0021731168355512,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-20,45947900.0,413.76,1.0,6346546570.0,0.0083051640002853,0.0080888802260988,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-21,61655400.0,413.31,1.0,6341110984.0,-0.0008564635806335,-0.0010875870069605,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-22,66813300.0,418.09,1.0,6416025151.0,0.011814044445685,0.011565169001476,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-23,61444200.0,418.04,1.0,6416845742.0,0.0001278970983884,-0.0001195914755195,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-24,68346704.0,416.39,1.0,6393094869.0,-0.0037013314570653,-0.0039469907185916,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-25,52560000.0,417.18,1.0,6406608048.0,0.0021137147620826,0.0018972597804943,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-26,44650400.0,417.95,1.0,6420042696.0,0.0020969985832353,0.0018457260654873,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-27,71229400.0,426.77,1.0,6557030843.0,0.021337575696397,0.021103002751525,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-28,68522800.0,424.23,1.0,6519889575.0,-0.0056643424271293,-0.0059516835766337,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-29,75411504.0,416.52,1.0,6402954687.0,-0.017935102528174,-0.018174103670179,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-30,66034100.0,414.82,1.0,6378356002.0,-0.0038417709014782,-0.0040814366657063,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-03-31,60215200.0,416.73,1.0,6409062819.0,0.0048142212492328,0.0046044067306302,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.0,238.08,91.0,182.1,18525.933
2016-04-01,51235700.0,417.96,1.0,6429593619.0,0.0032034012740732,0.0029515513641925,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-02,45681200.0,420.87,1.0,6475857111.0,0.0071953990783006,0.0069623887453345,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-03,38053700.0,420.9,1.0,6477828309.0,0.0003043918304886,7.12809180981e-05,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-04,50634300.0,421.44,1.0,6487898586.0,0.0015545760893367,0.0012829650748397,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-05,60718000.0,424.03,1.0,6529351750.0,0.0063893051733962,0.0061455960516324,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-06,59091000.0,423.41,1.0,6521491709.0,-0.0012038011277306,-0.001462160696177,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-07,57858600.0,422.74,1.0,6512693215.0,-0.0013491535974596,-0.0015823905906805,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-08,63454700.0,420.35,1.0,6477294354.0,-0.0054353644231958,-0.0056535932251502,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-09,49792700.0,419.41,1.0,6464539022.0,-0.0019692376635814,-0.0022362317116688,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
2016-04-10,73478600.0,421.56,1.0,6499536744.0,0.0054138000994188,0.0051262487780453,0.0,Bitcoin,0.0,BTC,21000000.0,https://bitcoin.org/,https://github.com/bitcoin/,1.0,XRP,Proof of Work (PoW),5.1,238.992,89.0,183.2,18711.702
